Fecha,H
2026-01-31,24.874025806451613
2026-02-28,25.95702857142857
2026-03-31,28.622787096774196
2026-04-30,30.59868
2026-05-31,32.79797419354839
2026-06-30,31.561680000000003
2026-07-31,27.503187096774194
2026-08-31,26.650683870967743
2026-09-30,23.66676
2026-10-31,25.834064516129033
2026-11-30,24.94968
2026-12-31,23.001445161290324
